"排名","代號","名稱","市場","股價日期","成交","漲跌價","漲跌幅","面值(元)","股本(億)","發行量(萬張)","市值(億)","成立年數","上市年數","股票期貨","選擇權","權證","公司債","私募股","特別股","產業別","董事長","總經理"
"339",="2393","億光","市","06/02","44.75","-0.3","-0.67","10","44.3","44.34","198","39","22.6","有","","有","","","","光電業","葉寅夫","葉寅夫"
"340","2881C","富邦金丙特","市","06/02","59.5","+0.3","+0.51","","","33.33","198","","0.6","","","","","","","金控業","",""
"341",="2608","嘉里大榮","市","06/02","42.3","-0.05","-0.12","10","46.7","46.7","198","62.5","31.5","","","有","","","","航運業","沈宗桂","營運總處：張國典; 財務暨行政總處：阮慧雯"
"342",="6541","泰福-KY","市","06/02","55.9","+0.4","+0.72","10","35.3","35.25","197","9.1","4.6","","","","","","","生技醫療業","閻雲","閻雲"
"343",="5469","瀚宇博","市","06/02","37.2","+0.15","+0.4","10","52.8","52.84","197","33.2","21.3","","","有","","","","電子零組件業","焦佑衡","姜振文"
"344",="5530","龍巖","櫃","06/02","46.4","-0.55","-1.17","10","42","42.01","195","35.2","21.7","","","","","有","","其他業","KELLY LEE","王群中"
"345","00696B","富邦美債20年","櫃","06/02","36.22","+0.28","+0.78","","","53.77","195","","5","","","","","","","N/A","",""
"346",="2511","太子","市","06/02","11.95","-0.1","-0.83","10","162","162.3","194","48.7","31.1","","","","有","","","建材營造業","羅智先","謝明汎"
"347",="6104","創惟","櫃","06/02","213.5","+5","+2.4","10","9.03","9.03","193","25.2","21","","","有","","","","半導體業","王國肇","王國肇"
"348",="8081","致新","市","06/02","223.5","-1","-0.45","10","8.62","8.62","193","25.9","17.8","","","有","","","","半導體業","謝南強","吳錦川"
"349",="2636","台驊投控","市","06/02","134","+1.5","+1.13","10","14.3","14.34","192","35.3","13.2","","","有","有","","","航運業","顏益財","顏益財"
"350",="4968","立積","市","06/02","217","-5.5","-2.47","10","8.85","8.85","192","18.4","6.6","","","","","","","半導體業","馬代駿","王是琦"
"351",="2520","冠德","市","06/02","34.6","0","0","10","55.4","55.42","192","42.5","28.6","有","","有","有","","","建材營造業","馬志綱","洪錦欽"
"352",="3019","亞光","市","06/02","68","-1.2","-1.73","10","28.1","28.11","191","41.7","21.6","有","","有","","","","光電業","賴以仁","林泰朗"
"353",="5351","鈺創","櫃","06/02","70.4","+1.1","+1.59","10","27","27.04","190","31.3","24.1","","","有","","","","半導體業","盧超群","鄧茂松"
"354",="6146","耕興","櫃","06/02","196","-1","-0.51","10","9.7","9.7","190","25.1","20.4","","","","有","","","其他電子業","黃文亮","黃文亮"
"355","00760B","FH新興企業債","櫃","06/02","53.7","+0.15","+0.28","","","35.05","188","","3.6","","","","","","","N/A","",""
"356",="8436","大江","櫃","06/02","159","+2","+1.27","10","11.8","11.83","188","41.8","8.7","有","","有","有","","","生技醫療業","林詠翔","林詠翔"
"357",="2545","皇翔","市","06/02","57.3","+2.1","+3.8","10","32.8","32.77","188","30.5","21.7","","","有","","","","建材營造業","廖年吉","廖宇祥"
"358",="3515","華擎","市","06/02","152.5","-2","-1.29","10","12.3","12.29","187","20.1","14.6","","","有","","","","電腦及週邊設備業","童旭田","許隆倫"
"359",="1305","華夏","市","06/02","31.85","+0.05","+0.16","10","58.1","58.11","185","58.1","49.3","","","有","","","","塑膠工業","吳亦圭","林漢福"
"360",="8086","宏捷科","櫃","06/02","94.1","-1.3","-1.36","10","19.7","19.65","185","23.4","13","有","","有","","有","","半導體業","祁幼銘","黃國鈞"
"361",="2428","興勤","市","06/02","143.5","-3.5","-2.38","10","12.8","12.81","184","42.9","21.7","","","有","","","","電子零組件業","隋台中","何益盛"
"362",="8908","欣雄","櫃","06/02","81.8","+0.8","+0.99","10","22.4","22.41","183","36.1","25.3","","","","","","","油電燃氣業","朱文煌","王定中"
"363",="2231","為升","市","06/02","150","-1.5","-0.99","10","12.2","12.19","183","33.4","13.2","有","","有","","","","汽車工業","尤山泉","尤山泉"
"364",="8131","福懋科","市","06/02","41.35","+0.15","+0.36","10","44.2","44.22","183","31.7","14.5","","","","","","","半導體業","王文淵","(缺額)"
"365",="6806","森崴能源","市","06/02","92.8","-1.4","-1.49","10","19.6","19.65","182","15.1","0.6","","","","","","","其他業","郭台強","胡惠森"
"366",="2208","台船","市","06/02","19.7","0","0","10","93.2","92.41","182","48.6","13.5","","","有","有","有","","航運業","鄭文隆","魏正賜"
"367","00791B","FH美元信用債1-5Y","櫃","06/02","51","+0.8","+1.59","","","35.56","181","","3.2","","","","","","","N/A","",""
"368",="2455","全新","市","06/02","98","+0.3","+0.31","10","18.5","18.49","181","25.5","20.4","有","","有","","","","通信網路業","陳建良","黃朝興"
"369",="1789","神隆","市","06/02","22.85","-0.2","-0.87","10","79.1","79.07","181","24.6","10.7","","","","","","","生技醫療業","羅智先","盧麗安"
"370",="2723","美食-KY","市","06/02","99.9","+1.4","+1.42","10","18","18","180","13.7","11.5","","","有","","","","觀光事業","吳政學","吳政學"
"371",="2392","正崴","市","06/02","34.9","-0.2","-0.57","10","51.2","51.23","179","35.9","22.7","有","","有","有","","","電子零組件業","郭台強","郭台強"
"372",="2905","三商","市","06/02","19.55","+0.05","+0.26","10","91.3","91.34","179","57.3","33.7","","","","有","","","貿易百貨業","陳翔立","陳翔立"
"373",="3026","禾伸堂","市","06/02","113","+0.5","+0.44","10","15.8","15.8","179","41","22.4","","","有","","","","電子零組件業","唐錦榮","唐錦榮"
"374",="4551","智伸科","市","06/02","154.5","-1","-0.64","10","11.5","11.52","178","35.3","6.8","","","有","有","","","汽車工業","林正盛","林恩道"
"375",="4583","台灣精銳","市","06/02","221.5","+11.5","+5.48","10","8.02","8.02","178","22.6","0.1","","","","","","","電機機械","張重興","郭崇哲"
"376",="2439","美律","市","06/02","81.7","-0.4","-0.49","10","21.6","21.65","177","46.4","21.7","有","","有","有","","","通信網路業","廖祿立","黃朝豊"
"377",="1710","東聯","市","06/02","19.95","+0.1","+0.5","10","88.6","88.57","177","46.5","34.6","","","有","","","","化學工業","徐旭東","蔡錫津"
"378",="3227","原相","櫃","06/02","119","-2","-1.65","10","14.6","14.6","174","23.9","16.1","有","","有","","","","半導體業","黃森煌","黃森煌"
"379",="6443","元晶","市","06/02","36.8","-0.45","-1.21","10","47.2","47.17","174","11.9","6.7","","","有","","","有","光電業","偉任投資股份有限公司","洪振仁"
"380",="2850","新產","市","06/02","54.9","+0.7","+1.29","10","31.6","31.6","173","59.1","22","","","","","","","保險業","吳昕紘","何英蘭"
"381",="1308","亞聚","市","06/02","29.2","-0.15","-0.51","10","59.4","59.37","173","45.4","36","","","有","","","","塑膠工業","吳亦圭","吳培基"
"382",="6741","91APP*-KY","櫃","06/02","142.5","-2","-1.38","5","6.03","12.06","172","8.9","1","","","有","","","","電子商務","何英圻","楊明芳"
"383",="4105","東洋","櫃","06/02","69.1","+0.1","+0.14","10","24.9","24.86","172","61.9","20.7","","","有","","","","生技醫療業","林全","侯靜蘭"
"384",="1231","聯華食","市","06/02","84.5","-1.1","-1.29","10","20.2","20.18","170","51.9","26.6","","","有","","","","食品工業","李開源","林家齊"
"385",="5007","三星","市","06/02","57.8","+0.2","+0.35","10","29.5","29.49","170","56.9","24.4","","","","","","","鋼鐵工業","柯吉源","陳信志"
"386",="2851","中再保","市","06/02","28.85","0","0","10","59","59.04","170","54","21.9","","","","","","","保險業","楊誠對","鄭靜芬"
"387","00779B","凱基美債25+","櫃","06/02","36.42","+0.32","+0.89","","","46.76","170","","3.3","","","","","","","N/A","",""
"388",="9908","大台北","市","06/02","32.95","+0.05","+0.15","10","51.6","51.64","170","57.6","31.3","","","","","","","油電燃氣業","謝榮富","陳振東"
"389",="6803","崑鼎","櫃","06/02","243","-0.5","-0.21","10","6.97","6.97","169","22.5","12","","","","","","","其他業","廖俊吉吉","施雲鵬"
"390",="3376","新日興","市","06/02","87.9","0","0","10","19.2","19.25","169","53.9","16.4","有","","有","","","","電子零組件業","呂勝男","阮朝宗"
"391",="2247","汎德永業","市","06/02","209.5","-1.5","-0.71","10","8.07","8.07","169","42.6","1.6","","","","","","","汽車工業","唐慕蓮","杜黃旭"
"392",="6533","晶心科","市","06/02","333","-16","-4.58","10","5.07","5.07","169","17.2","5.2","","","有","","","","半導體業","林志明","蘇泓萌"
"393",="4927","泰鼎-KY","市","06/02","88.1","-1.7","-1.89","10","19","18.99","167","12.6","10.6","","","有","有","","","電子零組件業","王樹木","周瑞祥"
"394",="3152","璟德","櫃","06/02","242","+1","+0.41","10","6.9","6.9","167","24.1","14.2","有","","有","","","","通信網路業","雙德投資股份有限公司-代表人郭建文","郭建文"
"395","00867B","新光A-BBB電信債","櫃","06/02","33.63","+0.22","+0.66","","","49.56","167","","2.6","","","","","","","N/A","",""
"396",="3324","雙鴻","櫃","06/02","187.5","-2.5","-1.32","10","8.84","8.84","166","23.8","17.1","有","","有","有","","","其他電子業","林育申","林育申"
"397",="5289","宜鼎","櫃","06/02","197.5","-1.5","-0.75","10","8.37","8.37","165","17.2","8.5","","","有","","","","電腦及週邊設備業","簡川勝","簡川勝"
"398",="3014","聯陽","市","06/02","102.5","-0.5","-0.49","10","16.1","16.11","165","26","19.6","","","有","","","","半導體業","胡鈞陽","林弘堯"
"399",="1609","大亞","市","06/02","25.55","-0.6","-2.29","10","64.6","64.59","165","59.6","33.5","","","有","有","","","電器電纜","沈尚弘","沈尚宜"
"400",="6732","昇佳電子","櫃","06/02","336","-7","-2.04","10","4.89","4.89","164","12.5","2","","","有","","","","半導體業","李盛樞","楊祝原"
"401",="1736","喬山","市","06/02","54","-0.7","-1.28","10","30.4","30.36","164","46.7","19.4","","","有","","","","生技醫療業","羅崑泉","羅光廷"
"402",="4766","南寶","市","06/02","135.5","+1","+0.74","10","12.1","12.06","163","58.7","3.5","","","","","","","化學工業","吳政賢","許明現"
"403","2883B","開發金乙特","市","06/02","8.6","-0.04","-0.46","","","189.3","163","","0.4","","","","","","","金控業","",""
"404","00863B","中信全球電信債","櫃","06/02","34.41","+0.33","+0.97","","","47.2","162","","2.6","","","","","","","N/A","",""
"405",="3030","德律","市","06/02","68.6","+0.6","+0.88","10","23.6","23.62","162","33.2","21.2","","","有","","","","其他電子業","陳玠源","陳玠源"
"406",="6191","精成科","市","06/02","34.1","+1.75","+5.41","10","47.4","47.43","162","49.3","31.3","","","有","","","","電子零組件業","焦佑衡","賴偉珍/楊建輝"
"407","00631L","元大台灣50正2","市","06/02","119.65","-1.55","-1.28","","","13.51","162","","7.6","","","有","","","","N/A","",""
"408",="8255","朋程","櫃","06/02","176","-3.5","-1.95","10","9.15","9.15","161","23.5","16.1","","","有","","","","電機機械","姚宕梁","吳憲忠"
"409",="00885","富邦越南","市","06/02","14.87","+0.09","+0.61","","","107.9","160","","1.1","","","有","","","","N/A","",""
"410",="6138","茂達","櫃","06/02","216","+6","+2.86","10","7.41","7.41","160","24.6","20.4","","","有","","","","半導體業","王志信","王志信"
"411",="2031","新光鋼","市","06/02","49.65","-0.55","-1.1","10","32.1","32.11","159","55.4","21.7","","","有","","","","鋼鐵工業","粟明德","粟明德"
"412",="2363","矽統","市","06/02","23.3","-0.1","-0.43","10","68.1","68.14","159","34.8","24.8","","","有","","","","半導體業","簡誠謙","許時中"
"413",="6510","精測","櫃","06/02","483","-19","-3.78","10","3.28","3.28","158","16.8","6.2","有","","有","","","","半導體業","林國豐","黃水可"
"414",="2605","新興","市","06/02","27","-0.25","-0.92","10","58.5","58.54","158","54.3","32.5","有","","有","","","","航運業","許積皋","許積皋"
"415",="4147","中裕","櫃","06/02","62.1","-0.4","-0.64","10","25.2","25.24","157","14.7","6.5","","","","","","","生技醫療業","張念原","張金明"
"416",="2617","台航","市","06/02","37.35","+0.05","+0.13","10","41.7","41.73","156","75.9","23.9","","","有","","","","航運業","劉文慶","仇忠林"
"417",="1218","泰山","市","06/02","31.05","-0.2","-0.64","10","50","50","155","71.6","32.6","","","","","","","食品工業","詹景超","蔡政達"
"418","00721B","元大中國債3-5","櫃","06/02","46.06","+0.25","+0.55","","","33.51","154","","4.3","","","","","","","N/A","",""
"419","2887F","台新戊特二","市","06/02","51.4","0","0","","","30","154","","3.4","","","","","","","金控業","",""
"420",="4137","麗豐-KY","市","06/02","193.5","-3","-1.53","10","7.95","7.95","154","9.9","8.5","","","有","","","","生技醫療業","陳碧華","趙承佑"
"421","5871A","中租-KY甲特","市","06/02","102","0","0","","","15","153","","1.7","","","","","","","其他業","",""
"422",="2836","高雄銀","市","06/02","13.15","-0.05","-0.38","10","120","116.3","153","40.4","24","","","","","","有","銀行業","缺　額","徐翠梅"
"423",="9925","新保","市","06/02","39.45","0","0","10","38.7","38.75","153","42.4","26.5","","","","","","","其他業","林伯峰","洪國超"
"424",="3552","同致","櫃","06/02","178","-1","-0.56","10","8.56","8.56","152","42.5","13.4","有","","有","","","","其他電子業","陳信忠","陳信忠"
"425",="1903","士紙","市","06/02","58.5","-0.1","-0.17","10","26","26","152","62.7","58.5","","","有","","","","造紙工業","臺實貿易股份有限公司","蔡丞哲"
"426",="6282","康舒","市","06/02","29.3","-0.15","-0.51","10","51.7","51.66","151","40.9","18.7","有","","有","","","","電子零組件業","許介立","許介立"
"427",="2314","台揚","市","06/02","63.3","-0.7","-1.09","10","23.8","23.8","151","39.2","31.8","","","","","","","通信網路業","謝其嘉","吳永欽"
"428",="4142","國光生","市","06/02","35.05","-0.1","-0.28","10","43","42.95","151","56.5","10.1","","","有","","","","生技醫療業","詹啟賢","留忠正"
"429",="2457","飛宏","市","06/02","40","-0.75","-1.84","10","37.5","37.52","150","49.5","22.3","","","有","有","有","","電子零組件業","林中民","林洋宏"
"430",="9937","全國","市","06/02","48.5","-0.25","-0.51","10","30.9","30.9","150","33.8","26.4","","","","","","","油電燃氣業","賴正時","蔡佳璋"
"431",="3380","明泰","市","06/02","27.55","-0.1","-0.36","10","54.2","54.17","149","18.8","17.5","有","","有","","有","","通信網路業","黃文芳","黃文芳"
"432",="2913","農林","市","06/02","18.85","-0.05","-0.26","10","79","79","149","72","60.3","有","","","","有","","貿易百貨業","吳清源","林金燕"
"433",="5609","中菲行","櫃","06/02","109","-0.5","-0.46","10","13.6","13.61","148","36.8","20.6","","","有","","","","航運業","錢堯懷","邱鈞榮"
"434",="5608","四維航","市","06/02","44.95","0","0","10","32.9","32.93","148","37.2","20.9","","","","","","","航運業","羅盤投資股份有限公司(代表人藍心琪)","藍心琪"
"435",="3675","德微","櫃","06/02","332","-14.5","-4.18","10","4.44","4.44","148","26.8","9.9","","","有","","","","半導體業","張恩傑","張恩傑"
"436",="8358","金居","櫃","06/02","57.9","-0.4","-0.69","10","25.3","25.26","146","24","11.7","有","","有","","","","電子零組件業","宋恭源","李思賢"
"437",="8213","志超","市","06/02","53.6","+0.1","+0.19","10","27.1","27.12","145","24.1","12.4","","","有","有","","","電子零組件業","徐正民","李明熹"
"438",="1103","嘉泥","市","06/02","18.75","-0.05","-0.27","10","77.5","77.48","145","67.5","52.6","","","","","","","水泥工業","張剛綸","祁士鉅"
"439",="4739","康普","市","06/02","135.5","+0.5","+0.37","10","10.7","10.7","145","30","10.5","","","有","有","有","","化學工業","何基丞","何柏樟"
"440",="9911","櫻花","市","06/02","65.5","0","0","10","22.1","22.11","145","33.6","29.9","","","","","","","其他業","張永杰","林有土"
"441",="00692","富邦公司治理","市","06/02","32.67","-0.3","-0.91","","","44.03","144","","5.1","","","","","","","N/A","",""
"442",="5508","永信建","櫃","06/02","65.9","+0.5","+0.76","10","21.7","21.74","143","35.2","24.1","","","","有","","","建材營造業","陳俊銘","陳俊銘"
"443",="6768","志強-KY","市","06/02","73","0","0","10","19.6","19.6","143","5.2","1.1","","","","","","","其他業","陳維家","陳維家"
"444",="2614","東森","市","06/02","26.9","-0.3","-1.1","10","52.9","52.9","142","47.1","26.7","","","有","","","","其他業","廖尚文","廖尚文"
"445",="1565","精華","櫃","06/02","282","-1.5","-0.53","10","5.04","5.04","142","35.7","18.2","有","","有","","","","生技醫療業","陳明賢","周育然"
"446",="1718","中纖","市","06/02","8.42","-0.03","-0.36","10","169","168.6","142","67.1","58.5","有","","有","","","","化學工業","王貴賢","莊銘山"
"447",="6023","元大期","櫃","06/02","48.85","0","0","10","29","29","142","25.2","14.5","","","","有","","","證券業","林添富","許國村"
"448",="1104","環泥","市","06/02","21.65","0","0","10","65.4","65.36","142","62.2","51.3","","","","","","","水泥工業","侯博義","侯智升"
"449",="2515","中工","市","06/02","9.24","-0.01","-0.11","10","153","153.1","141","71.8","29.3","有","","有","","","","建材營造業","朱蕙蘭","朱蕙蘭"
"450",="6515","穎崴","市","06/02","409.5","+8.5","+2.12","10","3.42","3.43","140","21.2","1.4","","","有","","","","半導體業","王嘉煌","王嘉煌"
"451",="1234","黑松","市","06/02","34.85","-0.05","-0.14","10","40.2","40.19","140","52.5","23.2","","","","","","","食品工業","張斌堂","張斌堂"
"452","00711B","FH彭博新興債","市","06/02","16.64","+0.02","+0.12","","","83.88","140","","4.8","","","","","","","N/A","",""
"453",="3673","TPK-KY","市","06/02","34","+0.05","+0.15","10","40.7","40.67","138","16.5","11.6","有","","有","有","","","光電業","江朝瑞","謝立群"
"454",="1712","興農","市","06/02","32.7","-0.7","-2.1","10","42","42.05","138","58.5","32.5","","","有","","","","化學工業","洪博彥","顏子芳"
"455",="6576","逸達","櫃","06/02","116","+1","+0.87","10","11.8","11.8","137","9.3","3.9","","","","","有","","生技醫療業","簡銘達","簡銘達"
"456","00862B","中信投資級公司債","櫃","06/02","33.17","+0.35","+1.07","","","41.24","137","","2.6","","","","","","","N/A","",""
"457",="6411","晶焱","櫃","06/02","148","-4","-2.63","10","9.23","9.23","137","16.4","8.2","","","有","","","","半導體業","李俊昌","姜信欽"
"458",="8917","欣泰","櫃","06/02","92","+0.7","+0.77","10","14.8","14.79","136","36.4","23.1","","","","","","","油電燃氣業","莊鴻文","楊長政"
"459",="2034","允強","市","06/02","30.5","-0.15","-0.49","10","44.5","44.54","136","49.3","22.6","","","有","有","","","鋼鐵工業","張金鈺","張金鈺"
"460",="6679","鈺太","櫃","06/02","316","-4.5","-1.4","10","5.42","4.3","136","16.5","3.1","","","有","","有","","半導體業","邱景宏","邱景宏"
"461",="1708","東鹼","市","06/02","54.5","-0.8","-1.45","10","24.9","24.9","136","65.3","36","","","有","","","","化學工業","陳榮元","黃志成"
"462",="1702","南僑","市","06/02","45.9","+0.4","+0.88","10","29.4","29.41","135","71.9","49","有","","","有","","","食品工業","陳飛龍","李勘文"
"463",="1711","永光","市","06/02","24.3","+0.3","+1.25","10","54.8","54.78","133","49.7","33.4","","","有","","","","化學工業","陳建信","陳偉望"
"464",="6153","嘉聯益","市","06/02","23.8","+0.15","+0.63","10","55.6","55.62","132","29.6","20.3","有","","有","","有","","電子零組件業","蔡長穎","李華全"
"465",="3081","聯亞","櫃","06/02","144","-2.5","-1.71","10","9.14","9.14","132","25","6.9","有","","有","","","","通信網路業","張景溢","羅淇生"
"466",="5009","榮剛","櫃","06/02","28.8","-0.75","-2.54","10","45.7","45.67","132","29.2","23.6","有","","有","有","","","鋼鐵工業","王炯棻","康永昌"
"467",="6279","胡連","櫃","06/02","131","+1.5","+1.16","10","9.97","9.97","131","44.9","18.5","有","","有","","","","電子零組件業","張子雄","胡盛清"
"468",="5607","遠雄港","市","06/02","51.1","-1.2","-2.29","10","25.5","25.5","130","30.9","22.5","","","有","","","","航運業","葉鈞耀","賴嘉玲"
"469",="5471","松翰","市","06/02","77.4","-0.3","-0.39","10","16.8","16.79","130","25.9","21.5","","","有","","","","半導體業","鮑世嘉","柯福順"
